sample_ML6	sample_ML7	sample_ML8	sample_ML9	sample_HFS211	sample_HFS212	sample_HFS213	sample_HFS214
EIF2S2	190.752	215.549	174.675	174.035	131.467	154.483	157.116	213.121
EIF2S3	190.691	171.423	93.9205	120.391	219.132	210.913	217.374	217.128
EIF3A	110.998	127.949	72.7146	130.563	139.164	168.647	111.997	145.62
EIF3B	171.472	228.525	141.704	180.059	230.504	216.607	193.344	194.984
EIF3D	139.778	181.364	108.114	153.788	189.796	177.893	144.182	173.431
EIF3E	182.084	250.473	111.851	166.833	139.067	241.688	129.102	247.655
EIF3F	30.9616	54.9779	30.5302	40.0627	23.4998	23.4138	22.3686	21.5139
EIF3G	256.611	340.758	218.872	300.672	293.814	256.7	212.246	259.04
EIF3H	201.225	270.569	152.488	180.918	181.519	205.266	130.483	228.605
EIF3I	303.249	358.029	239.488	285.884	274.792	281.501	204.77	282.13
EIF3J	48.7273	53.698	38.6241	38.7846	29.5567	47.4091	44.4422	56.6633
EIF3K	431.8425	578.7192	343.9488	425.2181	367.7512	330.2904	268.2613	353.2101
EIF3L	190.719	220.535	148.927	189.154	199.171	184.03	165.388	182.898
EIF3M	159.536	212.472	105.225	144.114	124.341	178.177	108.389	202.857
EIF4A1	399.006	576.351	315.427	419.253	439.087	489.189	408.113	451.273
EIF4A2	216.595	366.175	230.829	222.509	167.249	261.026	146.841	275.127
EIF4A3	156.969	202.511	117.681	164.549	179.974	169.768	149.136	154.093
EIF4B	188.6051	322.626	156.6485	256.504	235.0569	270.181	188.1226	274.043
EIF4E	49.87776	52.008	31.3127	35.71322	30.9951	50.0748	27.947199	46.572531
EIF4E1B	0.229788	0.0744002	0.075432	0.393351	0.291098	0.0779892	0.0751754	0.333071
EIF4E2	90.02723	133.39644	83.22785	88.66815	136.6484	129.62978	116.62159	128.1784
EIF4E3	1.269995	2.132483	0.982049	2.016643	1.889959	3.27431	0.872211	1.95156
EIF4EBP1	4.16146	7.01787	6.7886	4.33055	8.91463	10.9703	12.0163	14.5874
EIF4EBP2	20.6833	29.3152	17.5748	20.2297	19.7571	18.2074	15.7582	15.5218
EIF4EBP3	18.7512	25.6547	20.434	16.3985	12.4123	12.4924	13.3162	14.8319
EIF4ENIF1	13.863732392	21.638355	10.5822601604452	15.865684	13.463966	15.5226173	11.038019	12.78134
EIF4G1	120.254490030495	143.953520000952	102.326700155405	118.0362473593	139.179550000288	151.501930012898	114.796730000331	136.32502
EIF4G2	367.571	324.43	262.925	285.127	218.039	447.352	182.251	447.631
EIF4G3	11.084011	16.525008	7.1324340203567	13.345127	9.364471	13.9638011	7.275264	11.7063770001646
EIF4H	156.25	187.887	113.02	156.652	230.625	209.401	196.952	209.475
EIF5	129.47548	106.63629	97.81941	99.55367	61.3325	117.3863	67.7955	110.9097
EIF5A	544.888	672.651	513.828	529.667	659.258	673.209	601.832	614.325
EIF5A2	1.63722	1.50248	1.03029	1.18902	0.900182	3.19337	1.5999	3.0863
EIF5B	40.5282	52.5789	33.25288	39.77169	33.18768	47.5676	40.9533	48.059
EIF6	137.621	176.37	107.459	141.371	98.2723	92.0272	80.2189	98.2556
EIPR1	16.507708	53.444065	17.733392	29.161628	18.061597	18.3898	11.711461	17.648462
ELAC1	4.505318	6.875998	3.5728139	5.3244592	2.8006153	4.339639	3.0711449	4.8573403
ELAC2	22.08422	32.72411	14.25674	23.691185	22.683628	25.6873586787	19.51326	24.99105
ELANE	4.56139	27.165	1.19032	0.135482	243.005	525.464	803.657	426.639
ELAPOR1	0.604664	1.418791383835	0.662191855	0.975567811843	0.524903	0.934685	0.3296731	0.937117
ELAPOR2	0.0308022	0.0149303	0.0757604	0.0483497	0.22553	0.620424	0.0745526	0.5426075
ELAVL1	14.921002	19.39951	10.481788	13.958859	10.16898	11.067535	8.592327	9.699456
ELAVL2	0	0	0	0.0209173	0.0575507650617	0.389961080063	0.1103030864521	0.0834616
ELAVL3	0.2025553767	0.36071399314	0.2550738	0.4744983755	0.6434561	0.760502	0.990283	1.848789420135
ELAVL4	0	0	0	0	0.15741962937	0.69179600268112	0.233158	0.3269790493172
ELF1	38.87391	54.30878	23.9702	45.5551	26.62714	47.4844	26.45634	48.963145
ELF2	22.2198	37.2031	17.5274	26.6031	30.0564	29.9727	31.9649	27.4214
ELF3	0.0770554	0.224543	0.227655	0.553918	0.195232	0.156927	0.0756342	0
ELF4	9.36431	15.3368	6.51962	12.9765	11.5638	9.94447	7.52442	14.7593
ELF5	0	0	0	0	0	0.260258	0.333988	0
ELFN1	0.368355	0.1275787	0.155341	0.341138	0.199715	0.451344	0.195227	0.36626
ELFN2	0.12750000912574	0.640406900281162	0.05701390450243	0.12143610963109	0.41514	0.529804	0.6503080153653	0.83330236
ELK1	7.16809	8.59645	5.26841	6.75535	4.591	4.11427	4.36201	4.90975
ELK3	18.0681	16.7213	10.7869	13.6683	9.4779	22.4891	8.20839	20.564
ELK4	15.2605	24.6648	10.92421	17.42284	7.89995	9.64671	7.44183	8.25977
ELL	21.179	32.7451	19.2585	24.1308	22.4805	28.2873	31.3251	24.3509
ELL2	51.6315	27.9063	39.4398	26.8908	13.8494	22.8493	13.9138	22.8268
ELL3	51.3793	83.2153	30.2324	43.2496	34.2645	23.8104	19.6744	29.6963
ELMO1	32.1355	49.4378	20.91156	27.13219	30.44444	21.381752	13.063041	28.008486
ELMO2	20.072101	28.699633	15.667	22.4202	21.4487	23.43036	19.771195	19.596999
ELMO3	1.88865	3.07513	2.15738	2.38642	5.84644	2.99875	6.62251	2.60594
ELMOD1	1.49348	1.77058	1.400471	1.31255186397	3.31754	2.54832	5.834741	3.13379
ELMOD2	5.550375	7.443628	3.96108	4.795985	3.752816	4.74783	3.270895	5.48871
ELMOD3	6.25094	6.09253	5.66892	4.88305	8.18029	7.64306	8.24527	8.21342
ELOA	14.9346	19.9346	11.948	16.804	9.70479	15.1538	9.01085	14.2498
ELOB	94.3034	130.701	90.0059	130.104	161.554	133.555	124.502	106.771
ELOC	20.2785	25.3936	13.8553	18.7908	27.604	35.7654	27.3884	33.2752
ELOF1	67.08265	76.99678	56.73325	65.92584	82.15514	67.23144	75.60054	69.59956
ELOVL1	38.8939	54.2797	32.5491	42.2717	58.4075	64.3547	69.121	50.3646
ELOVL2	0	0	0.0317848	0.0336237	0.776471	1.85968	1.53797	1.52446
ELOVL3	5.8512	7.55141	3.05969	3.75465	2.27226	3.79685	3.664	6.04029
ELOVL4	0.777081	0.493739	0.500982	0.363253	0.474594	1.10869	0.962296	0.746125
ELOVL5	22.18657	35.16624	17.85528	19.91859	28.2042	43.019	22.30063	34.79
ELOVL6	13.66545	6.75054	4.350545262	10.97899	12.71281	10.143855	11.45288	14.59028
ELOVL7	1.95244	2.94785	0.756872	1.98767	1.20661	2.33725	1.31568	1.92805
ELP1	6.2829	7.79357	4.54692	6.66985	4.58151	5.52422	3.38844	5.24898
ELP2	17.1895	24.2317	12.1821	16.3602	15.0137	19.0152	12.4965	21.5685
ELP3	18.0171	22.5229	13.9002	18.8515	18.0032	18.5898	14.4357	19.5615
ELP4	7.05345	12.154	5.32394	6.98023	4.01898	8.05366	4.53923	7.3089
ELP5	45.7832	67.5138	47.1638	52.7642	39.6109	44.1287	36.1047	45.9335
EMB	9.9821	13.533	8.72808	15.5302	2.87256	11.5709	5.66685	20.8545
EMC1	41.2137	37.3222	31.8622	30.4237	28.321	33.6123	22.8059	33.3654
EMC10	213.2153	192.5478	219.1006	184.9251	154.6767	166.4955	152.7912	153.7428
EMC2	7.91824	10.3043	4.089	7.44579	6.58126	8.51577	6.24152	11.412
EMC3	97.9404	117.028	95.4466	105.743	84.7308	82.5128	86.1563	80.5801
EMC4	92.507	84.8092	74.2946	64.2601	52.96153	62.8394	38.43377	60.30908
EMC6	67.4279	87.6314	68.222	63.6604	57.0554	82.9797	51.7452	70.7621
EMC7	44.6751	36.2309	41.3307	32.6154	21.0844	29.0808	21.2365	32.6983
EMC8	163.455	189.472	145.938	158.546	152.193	122.97	102.337	78.9187
EMC9	46.3545	49.3414	48.9357	42.6085	58.5026	47.9002	47.6223	62.6259
EMCN	6.37702	6.19408	8.3734	9.20268	1.92341	2.70509	1.56445	4.45568
EMD	53.8262	88.9407	45.0806	59.8725	46.4833	47.2029	50.6604	47.8383
EME1	15.2595	21.9645	13.6178	15.2826	20.4561	19.8211	24.666	20.8867
EME2	12.52137	13.10453	12.43838	10.77444	12.39351	12.598676	9.4511	12.060211
EMG1	33.0419	39.0878	23.5926	31.5295	45.0671	35.5041	31.3607	40.062
EMID1	1.712966	1.676942	1.02989221	2.48328	0.402561	0.72510856	0.8963535	0.642724
EMILIN1	6.39297	12.9639	5.41801	12.7384	20.129	30.8728	19.5058	18.921
EMILIN2	1.86298	3.09641	2.78685	2.9409	1.82738	2.85446	5.06527	3.81858
EMILIN3	0	0.0312102	0	0	0.203566	0.455038	1.31327	0.75934
EML1	2.76253	3.036517	2.524	3.75516	3.62435400161597	4.99605	3.013028	5.805834
EML2	12.336	11.9912	9.05567	10.8574	10.9998	11.9107	10.9082	11.7047
EML3	41.9246	70.2383	35.5432	50.9913	31.5147	31.1012	25.7973	27.2437
EML4	28.4069640018831	40.97759	18.22113624545	35.424582	28.2004780461	31.495146381	26.2150122253	33.3624300048506
EML5	0.8314869	0.22176	0.162055	0.0575733	0.543913	0.266996	0.580907	0.399748
EML6	0.2724224	0.582796	0.2495085	0.49924748	0.2732055	0.415881	0.236178	0.600587
EMP1	4.29571	6.00962	2.94772	8.91555	1.17488	4.7437	1.10001	5.30011
EMP2	4.734002	8.50745	4.68959	8.86805	13.358	16.268631	10.142322	22.2972
EMP3	28.53762	51.79489	20.74963	41.77533	27.2807	33.8578	33.17498	34.5154
EMSY	6.98103	7.25335	4.416657781389	6.4421300108748	3.781675	5.805409	3.7498	5.97116
EMX1	0	0	0.0534989	0	0	0	0	0.0586821
EMX2	0	0	0.0374795	0.0397399	0.0496755	0.387204	0.187946	0.409593
EN1	0.0539443	0.0881292	0	0.0941688	0.0574778	0.275872	0.132775	0.146712
EN2	0.981146	1.14768	0.459937	0.802916	0.0439965	0.529708	0.746114	0.210283
ENAH	0.679632	0.842213	0.4399233014	0.919749	0.698237	1.566889	1.26597882	1.606563
ENAM	0.195846	0.0712179	0.264973	0.204372	0	0	0	0.235797
ENC1	5.33892	8.39658	3.88535	5.2829	8.8747	13.5398	6.5987	17.3382
ENDOD1	7.11798	9.8782	7.42472	5.77311	76.523	40.092	99.1022	32.5771
ENDOG	14.0634	19.7181	14.2661	19.4161	8.53622	9.44475	8.36198	8.53359
ENDOU	0.221754	0.376689	0.272887	0.34384	0.0701898	0.618563	0.108306	0.179651
ENDOV	6.263401	11.993337	6.284454	9.518945	4.279144	5.384078	4.536111	8.091063
ENG	28.8535	37.3427	27.3156	37.0926	58.1481	69.0609	50.9998	46.9561
ENGASE	13.81086	12.64503	11.02886	11.7012	11.724042	10.57765	15.51313	12.02741
ENHO	1.09411	1.48972	1.72507	1.33563	18.1788	15.9146	33.1936	7.3253
ENKD1	0.917726	1.422568	0.6301989	1.16795	0.658954	0.579377	0.724537	0.76853344
ENKUR	0.173948	0	0	0	0	0	0	0
ENO1	161.883	242.585	147.171	187.061	230.684	208.024	220.187	210.841
ENO2	0	0.714535	0.381515	1.08742	3.38488	6.4684	4.67783	7.37437
ENO3	12.915519	19.48309	6.265857	13.626826	22.90934	22.99751	19.82282	17.825288
ENO4	0.060872300466106	0.0590399	0.059902500510016	0	0.077017300999955	0	0.1182600003108	0.13052400206946
ENOPH1	19.3227	34.8202	15.8111	22.4587	17.1379	19.6109	11.4434	18.6866
ENOSF1	0.184557	0.269035	0.0908993	0.56598	0.350847	0	0.290994	0
ENOX1	0.3741286	0.679766	0.414142	1.19526	1.00502	0.777708	1.01984	1.17499
ENOX2	2.022	1.77475	1.37674	1.17404	1.42125	2.25431	1.22044	2.41096
ENPEP	1.66829	0.988591	1.02595	8.65971	2.90173	3.78557	3.01115	5.62685
ENPP1	0.233846	0.226774	0.255671	0.18971	0.690276	1.2322	0.529501	1.4188
ENPP2	15.678323788	18.39926	11.141421	16.149198	27.16005	37.6744	13.876746	33.01133
ENPP3	4.27408	5.72804	4.0456	3.05657	1.11463	3.06523	1.07808	4.27029
ENPP4	0.291845	0.160122	0.179764	0.213559	0.437169	1.082167	0.229461	1.3844
ENPP5	0.16166	0.111969	0.18179	0.0964398	0.204496	0.62884	0.358349	0.592935
ENPP6	1.63709	2.06139	0.817449	1.04543	0.309098	1.15843	0.237033	0.679885
ENPP7	0.034388	0.600428	0.0338424	0.0715522	1.26189	2.11974	3.00899	1.32882
ENSA	97.3837	118.659	65.9599	96.8326	160.462	138.35	224.331	138.618
ENTPD1	29.177027	10.537412	31.242111	22.80209	8.889722	14.552777	7.62433	17.560734
ENTPD2	26.90293	38.477391	26.56092	40.21547	13.737482	16.79718	16.559167	15.255877
ENTPD3	1.53673	2.03421	1.35222	1.8553	0.621304	1.18701	1.42964	1.36544
ENTPD4	15.29748	16.70769	9.370248	13.10016	12.22383	16.11077	12.6094	14.61935
ENTPD5	14.218391	10.6089447417	8.965181	8.649526	8.30626	13.204925	6.528725	14.750083
ENTPD6	35.36336	40.1392	31.86911	38.00641	32.40185	29.92091	25.45284	30.27952
ENTPD7	7.907691	7.72946	8.05634	7.410541	5.59847	5.218271	3.213987	6.351762
ENTPD8	0.207709	0.0503989	0.0511179	0.0537346	0.197215	0.157915	0.456151	0.0560319
ENTR1	16.8599	27.585	13.8658	20.9023	18.5596	15.4909	16.9312	16.4634
ENTREP1	0.293021	0.227714	0.230678	0.427455	0.222436	0.591671	0.199194	1.11478
ENTREP2	0.230361	0.0609159	0.206051	0.262528	1.11256	0.316674	0.832288	0.694048
ENTREP3	4.14107	6.42437	3.612108	5.61236	3.73801	4.7375	3.965225	3.163462
ENY2	4.0408	7.08525	3.11045	4.01343	1.80169	4.15998	2.29482	3.96414
EOGT	4.419861	6.07371036442	2.46797	4.1769	2.4619	3.056581	2.513966	5.34717
EOLA2	6.16254	10.7242	4.31783	6.1405	5.90445	6.41989	5.58589	8.99572
EP300	28.7062	31.8083	17.6839	28.176	26.0967	32.1043	22.8035	28.9354
EP400	15.6665618838515	22.8133538346536	9.50013108329311	19.6660692480982	14.6467062599677	13.6325443260431	12.1950209006387	13.683903404
EPAS1	49.09686	63.9524000275662	42.29135	55.36539	94.3234	198.773	65.29778	181.957
EPB41	35.49958	41.7929143598	16.279549849	37.705109665	80.479339	83.372681593	123.122171401	59.736658442
EPB41L1	0.3221063157065	0.536122	0.2067180399935	0.5008189	1.4498408	1.68928515225158	1.9279335	2.9307810502
EPB41L2	46.3707069	52.146509	28.0471049	43.6296820045854	46.35606	46.618203	35.276285	54.907058
EPB41L3	3.841189769133	5.0639058	2.9341386	2.7484443	5.4666965	6.51440490529642	5.55137842	7.89421839
EPB41L4A	0.1356	0.0657424	0.0667113	0.117987	0.171528	0.136739	0.021915	0.0241732
EPB41L4B	2.610441603367	0.4576234	2.0899617	0.576544	1.0721570101093	1.975733	0.83150300584522	0.9502590410227
EPB41L5	5.79279	4.97169	2.523463	3.13836	2.347343	3.45088	1.574274	2.73888
EPB42	0.0393578	0.0763679	0.0774728	0	104.299	81.6048	129.862	62.2364
EPC1	17.667107	25.55062	12.605075	18.818774	12.243429	18.084269	11.936087	18.51719
EPC2	11.679946	13.928978	7.958096	12.691237	8.1298542	13.09465	7.405873	12.362393
EPCAM	2.21672	2.67097	1.48475	1.72403	1.79781	0.814302	0.785349	1.54794
EPDR1	1.62049	2.72478	2.09098	4.34372	9.56945	16.9261	15.7256	17.5572
EPG5	7.18969	11.7688	5.09561	10.0092	10.5054	9.42251	13.1439	10.3179
EPGN	0	0.513594	0.260107	0	0	0.25912	0	0
EPHA1	0.0532401	0.619574	0.0261944	1.11043	0.303093	0.107452	0.103345	0.31358
EPHA10	0.0814102	0.0996313	0	0.0556739	0.126932	0.0655772	0.0630466	0.0887881
EPHA2	1.52585	2.04694	1.15169	1.59403	2.06225	3.37141	2.51236	3.73176
EPHA3	0.013471	0.0889663	0.0397583	0.0564207	0.0681442	0.0813727	0.0782178	0.503437
EPHA4	0.879338	1.43687	0.481973	1.11875	1.09614	1.15069	1.14249	1.52719
EPHA5	0.0234826	0.08996	0	0.0253404	0.07314646871	0.3809891	0.3020626137168	0.57015219776
EPHA6	0.0332191	0.0554923	0.00464925	0.0502894	0.023902	0.10009	0.0787099	0.0965635
EPHA7	0.2919922	0.35149343	0.080601983	0.2326021	0.3256812	0.27642522	1.0418237	0.56155
EPHA8	0.0521073	0.0505177	0.019733	0.108131	0.0878725	0.0699949	0.134585	0
EPHB1	0.0832472	0.250192	0.0409542	0.347877	0.1865110277157	0.25176	0.121038	0.0444975
EPHB2	0.043345248198	0.0670589379716	0.00852963317308	0.009092298	0.043855703569	0.026165217	0.0083822480508	0.0461793782223
EPHB3	1.32051	1.44832	1.59749	1.1531	2.30016	4.889	1.53207	2.82407
EPHB4	4.630303	7.498071	3.507868	5.090362	10.7303	9.53694	6.59447	8.82601
EPHB6	2.2342690599	3.954835	0.9816647	1.3383836	2.64292	1.552027	1.08232	1.600390017944
EPHX1	65.13267	125.10171	54.33413	98.78191	98.14849	85.15285	58.15507	98.32254
EPHX2	2.38389	2.98913	3.14615	2.6679	5.0958	4.31659	3.25854	3.70804
EPHX3	0	0	0	0	0	0	0	0
EPHX4	0.0919364	0.0222869	0.0678457	0.119979	0	0.0463575	0.0668683	0.295043
EPM2A	0.259905	0.588432	0.255818	0.269658	1.041882	1.052235	0.349752	0.652691
EPM2AIP1	1.7148	1.46929	0.804361	1.56275	1.33671	1.74848	0.579714	2.15238
EPN1	66.23645	89.02217	56.53255	70.1279	89.5088	77.82399	103.0881	72.51779
EPN2	3.0855294	3.01747200360966	2.441957	2.817898	10.32721	11.5409197	11.30147	10.825544
EPN3	0.301135	0.349809	0.1946240300057	0.423933729056	0.524339	0.568566	0.628266	0.473897
EPO	0	0	0	0	0	0	0	0
EPOP	7.62777	14.5315	5.82305	11.2932	8.79147	9.53356	5.03265	5.14612
EPOR	21.9362	20.2509	15.4733	25.4136	163.78	131.465	205.434	118.759
EPPIN	0	0	0	0	0	0	0	0
EPPK1	0.0399785	0.0442638	0.0617851	0.107887	0.0288704	0.120521	0.049644	0.085073
EPRS1	55.8714	59.736762	43.7392	57.7992	58.648306	63.8851	43.292804	59.6375
EPS15	36.41936	34.22109	18.9106	33.04027	29.75467	54.9759	19.36658	55.45705
EPS15L1	43.525445	66.601633	34.16419875722	49.570105	43.271205	45.295054	47.288497	39.472098
EPS8	0.570078	1.313941	0.358471017543	0.8506300761969	1.148410256892	3.52873	1.18424	2.86687
EPS8L1	0.622984	0.570194	0.327451	0.705993	0.278152	0.412909	0.77387	0.827356
EPS8L2	0.968932	0.916645	0.3487162	0.3945837	0.567862	1.191456	7.12695	0.884762
EPS8L3	0	0.0495298	0	0	0.0646048	0	0	0.110105
EPYC	0	0	0.0631211	0	0	0.0651279	0	0.138859
EQTN	0	0	0	0.215291	0	0.87809	0	0
ERAL1	18.9442	27.0064	19.9627	21.0417	17.0281	14.9866	16.6342	17.004
ERAP1	49.6378	36.641578	32.9329	33.0647	23.8355	39.9384	26.0635	39.362796
ERAS	0	0	0.110327	0.113804	0	0	0.332027	0
ERBB2	1.59243	1.81531	1.80777	2.43395	1.79276	2.57402	1.52547	2.44826
ERBB3	0.510641	1.136	0.569312	0.956608	1.80741	2.10065	2.69523	5.0085
ERBB4	0.0065216576399	0.00631543885078	0.012844370251	0.014023214116	0.033698062545	0.16862217918	0.077121075309	0.042867097639
ERBIN	16.243748	19.837747	10.042925	15.310622	13.4753	29.70588	17.26719	31.69552
ERC1	4.51097500378129	4.70483352978323	3.754901610286	5.02936172043782	3.39616	4.56641610055011	3.4231655	4.28428000439826
ERC2	0.0126798	0	0	0	0.015705943818	0.0893462	0.059831615705	0.1589271879072
ERCC1	34.531775	46.092534	31.51582	35.116283	21.17424	23.09985	19.66588	22.40426
ERCC2	11.2746	17.7194	7.35246	10.268	12.2192	12.027	9.29064	11.6658
ERCC3	17.2797	25.89919	13.575342	18.804582	22.946721	22.33865	13.39892	26.37499
ERCC4	4.4318	6.5312353	3.648089	4.72245	5.42154	4.45146	3.37808	3.66653
ERCC5	18.6396	34.3163	8.7256	16.1439	23.7797	14.5609	16.9172	16.7054
ERCC6	3.53878	5.09608	2.0772272	4.055864	1.60752000049538	2.90398	1.50422	3.417140956
ERCC6L	11.5247	7.82216	5.33373	4.01267	6.80296	8.62811	7.46888	7.75851
ERCC6L2	12.7198819559	14.19532975156	7.6106091827	10.479013769	5.170121637689	10.8013263163	6.60951	11.962183
ERCC8	5.55745	5.72725	3.358892	4.64207	2.38631	4.7501	2.89925	5.72253
EREG	0	0	0	0	0	0	0	0
ERF	14.2436	22.8682	11.3139	17.413	19.0051	22.4289	18.7206	16.099
ERFL	0.0531082	0	0.104563	0	0	0	0	0.0573264
ERG	2.94247	3.53312	3.16864	4.631042	8.28849	9.00596	4.937857	8.252195
ERG28	15.3424	18.2814	11.5265	14.5964	15.3259	9.89112	9.69516	10.3126
ERGIC1	47.6282	54.7778	42.2161	53.7015	56.2469	52.6378	55.0379	50.3685
ERGIC2	90.0851	79.12143	76.49211	76.4628	50.5533	60.4629	45.934	56.7835
ERGIC3	84.24667	98.06759	84.9198	78.4871	64.666892	60.907338	54.195446	63.67536
ERH	367.671	536.118	282.602	304.33	390.602	420.277	314.819	411.843
ERI1	4.7971	5.20987	2.94566	3.5152	6.68439	11.8057	5.96032	9.52259
ERI2	2.84023	6.32198	2.13773	1.90767	1.16297	3.212	0.85418	5.43682
ERI3	16.498058049	23.62578	14.0687100037506	18.61607	13.55727	16.22238	14.496105	14.25992
ERICH1	8.38723	12.2735	6.55877	8.45213	6.03313	7.19305	6.26081	8.62619
ERICH2	0.2052291611	0.597226	0.1346476428	0.320288	0.1731250833	0.241945	0.3325386135	0.1101387689
ERICH3	0.0224312	0.0652313	0.0551327	0.0705138	0.0566648	0.05639	0.119231	0.155227
ERICH4	0.218122	0	0	0.215291	0.272064	0	0.211319	0.235582
ERICH5	0.722409	0.743228	0.531644	1.08249	0.191589	0.51761	0.581569	0.624899
ERICH6	0	0	0	0	0	0	0	0
ERLEC1	235.1388	109.2528	226.8539	175.01485	48.41933	76.02942	48.75743	103.52046
ERLIN1	7.67355	11.779049650759	6.127022531	7.61948238	9.47961	14.48153	9.16197	13.94209
ERLIN2	24.80684	27.46253	19.832904	21.41571	18.90518	23.94538	16.630452	21.786442
ERMAP	0.199115	0	0.130705	0	74.9788	70.4904	73.1154	33.8072
ERMARD	7.046297	10.50192	3.826239	6.100174	3.037105	2.839651	5.611476	3.2992277657
ERMN	0	0	0	0	0.231959	0.743977	0.418038	0.0660684
ERMP1	8.04065	8.55426	4.94884	5.72257	5.71263	8.4199	6.02943	8.8133
ERN1	27.1396	17.0874	25.2702	30.3107	13.0665	18.7507	14.8241	17.96
ERN2	0	0	0	0	0.0781917	0	0	0.0331328
ERO1A	22.961542	21.587842	18.778233	17.2249	14.198047	20.2577	11.6059	21.169687
ERO1B	9.96446	7.44789	6.27311	5.44303	2.74096	7.11924	3.53922	9.41197
ERP27	0.581739	0.452729	0	0.35435	0	0.238565	0.115095	0.127864
ERP29	714.207	609.614	665.09	428.361	244.003	230.232	193.507	244.863
ERP44	49.346041	35.798093	54.365638	31.00935	15.4018151	22.219655	13.9156776	26.858313
ERRFI1	5.207939	7.614327	5.350477	10.016958	5.67709	6.29082	6.305335	6.3113
ESAM	2.60098	2.22736	2.35958	2.95621	16.0759	14.9899	15.9256	14.6891
ESCO1	13.65618	16.470566	8.255772	12.533665	6.9944818	14.64378	8.270757	14.480744
ESCO2	17.2159	16.2169	6.10716	10.9998	34.4284	39.3549	45.5892	39.039
ESD	18.5078	20.5305	11.791	10.9853	10.9987	16.6289	15.3902	26.3947
ESF1	11.0543	14.1322	6.97605	9.91351	8.40407	13.0621	10.2183	15.8854
ESM1	0.928824	1.38905	0.234386	0.884931	37.74507	26.5268	17.1075	50.6747
ESPL1	14.9959	12.7069	5.47039	10.2248	33.7439	20.1856	30.4911	19.3058
ESPN	0.118288	0.172086	0	0.0616222	0.0748287	0.298574	0.0574402	0.126786
ESPNL	0	0	0	0.06301180122929	0.188228	0.390557	0.17626900052434	0.318939
ESR1	0.031596600471815	0.0612932	0	0.03290010109518	0.039978100992765	0.5744360282328	0	0.5083050152213
ESR2	0	0	0	0.0226985	0	0	0	0
ESRP1	0.0484688	0.0235003	0	0.0505827	0	0.0244451	0	0
ESRP2	5.58672	1.7532	1.52002	1.88131	2.24543	2.09159	2.07609	2.67965
ESRRA	12.2486	14.3788	8.27605	15.3208	19.0964	19.0649	19.7283	19.8068
ESRRB	0	0	0	0	0	0.020464102799	0.0747506	0.043400754805
ESRRG	0.04847994540399	0.01566640409776	0.0953933389425	0.321227708127479	0.0784546	0.316495576	0.149675	0.241525665815145
ESS2	13.6855	20.3332	12.3842	12.4162	19.3248	18.5174	13.257	17.0996
ESYT1	59.5803	123.399	42.9662	80.636	72.8823	67.0258	77.4127	60.9718
ESYT2	25.86439	49.8221	18.51805	37.23682	27.5277	30.2428	25.42523	36.7944
ESYT3	1.24699	1.51186	1.04307	1.13628	0.473329	0.66118	0.363452	0.668609
ETAA1	3.54981	5.43655	2.27772	2.72624	2.21232	3.95623	2.82353	4.52328
ETF1	54.9515	60.0276	41.1056	44.3229	43.906	66.4921	42.6692	65.7811
ETFA	125.493	110.19	69.4705	82.0626	123.46	99.6516	85.2344	116.766
ETFB	133.582	149.168	104.962	126.044	234.808	216.374	217.052	201.867
ETFBKMT	7.65604	10.6709	4.11853	6.0536	8.17083	7.85941	9.24156	4.30814
ETFDH	29.5546	30.8166	23.0091	24.8704	44.8061	45.35	32.2484	46.3006
ETFRF1	22.2427	24.8619	12.359	23.8882	17.1096	22.6882	16.1566	21.3318
ETHE1	27.57625	45.5117	21.14907	31.0548	41.54918	37.31148	37.03424	33.2657
ETNK1	32.39588	48.86388	28.38651	31.5967	10.990575	21.2247	14.474287	17.326592
ETNK2	0.87587	1.50562	0.431096	1.462754	1.521328	1.577928	1.908623	1.535028
ETNPPL	0.0436116	0	0.042926	0	1.43516	2.03059	1.7845	1.3613
ETS1	162.07367	302.43431	93.378935	247.15904	135.17034	141.95789	70.77256	154.2461
ETS2	38.31788184	58.2219	24.39118	43.38213	37.71932	29.7346	22.328	30.1667
ETV1	0.16176	0.24383100240283	0.10831	0.1908149	0.411575	0.965888	0.433935	1.129278
ETV2	1.25366	0.937304	1.425	3.15059	1.589	0.985407	1.14084	1.79297
ETV3	11.9768	25.2128	10.4885	17.4547	10.1949	12.3828	6.5761	12.9131
ETV3L	0.568051	0.277953	0.186748	0.675622	0.119093	0.386807	0.185169	0.413955
ETV4	0.139772	0.0452117	0	0.0965818	0.0589738	0.0471838	0.0454206	0.050193
ETV5	2.93588	4.34895	2.87019	3.86019	2.33645	4.71663	2.6684	3.68235
ETV6	18.5488	28.5211	12.3832	22.3621	20.5825	20.4504	18.5652	18.9201
EVA1A	0.262824	0.459168	0.155238	0.380686	0.998196	1.75859	1.48808	0.90769
EVA1B	6.42125	12.9375	8.97845	10.9017	11.4494	16.3934	12.4562	10.2637
